label,fg_per_game,fga_per_game,fg_percent,x3pa_per_game,x3p_percent,x2pa_per_game,x2p_percent,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
C,1.5,2.6,0.577,0,0,2.6,0.584,1.3,0.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6
PG,1.1,2.7,0.407,0.3,0.118,2.4,0.438,0.8,0.686,0.2,0.9,1,2.4,0.5,0.3,0.9,1.3,2.7
PG,1.7,4.1,0.419,2.4,0.4,1.7,0.446,0.9,0.839,0.3,1.5,1.8,2.4,0.5,0,0.5,1,5.2
PG,0.4,1.7,0.267,1,0.333,0.7,0.167,0.9,0.875,0.1,0.8,0.9,0,0,0,0.1,0.6,2
PG,2.2,5,0.438,3,0.408,2.1,0.48,1,0.826,0.4,1.8,2.1,3.3,0.6,0,0.6,1.1,6.4
PG,3.2,7.2,0.445,1.7,0.38,5.5,0.466,1.8,0.752,0.5,2.3,2.8,4.8,0.9,0.2,1.5,2.3,8.4
PG,1.2,2.5,0.467,0.5,0.273,2,0.51,0.8,0.737,0,0.5,0.5,1.2,0.5,0,0.5,1,3
PG,3.6,8.3,0.438,2.2,0.297,6.1,0.489,4.1,0.816,0.3,2,2.3,4.1,0.7,0,1,1,11.2
PG,6.3,16.3,0.387,7.7,0.333,8.7,0.435,5.3,0.761,0.7,3.1,3.8,7.9,1.8,0.3,2.8,2.7,19.2
PG,6.2,16.8,0.366,7.6,0.321,9.2,0.404,5.3,0.771,0.9,2.8,3.7,7.2,1.7,0.2,2.1,2.9,18.9
PG,6.4,16,0.401,7.8,0.341,8.3,0.457,5.3,0.755,0.6,3.3,3.9,8.3,1.8,0.4,3.3,2.6,19.5
C,2,4,0.518,0,0,3.9,0.524,0.8,0.529,1.1,2,3.1,0.6,0.3,0.2,0.9,2.6,4.5
C,4,8.8,0.453,0.1,0.111,8.7,0.458,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7
PG,2.2,4.9,0.444,1.8,0.408,3.1,0.464,1.1,0.753,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9
PG,3.5,8.3,0.427,2.5,0.355,5.7,0.458,3.1,0.75,1.3,4.2,5.5,5.2,1.1,0.1,2.4,2.8,10.3
C,5.7,10.9,0.524,0.3,0.263,10.5,0.532,5.1,0.812,2.5,6.8,9.3,3.9,1.2,1.2,1.5,3.2,15.6
PG,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
C,3.5,6.3,0.56,0,0,6.3,0.56,3.8,0.609,3,3.9,6.8,0.8,0.8,1.7,1.4,3.2,9.4
PG,3.8,8.9,0.422,0.3,0.15,8.6,0.432,3,0.852,0.3,2.3,2.6,9,2,0.1,2.2,2.9,10.1
C,2.4,5.9,0.417,2.8,0.392,3.1,0.439,0.5,0.757,0.9,2.1,3,0.5,0.3,0.4,0.4,1.9,6.4
C,1.5,3,0.493,0,0,3,0.493,1.1,0.722,1.5,2.3,3.7,0.5,0.3,0.3,0.6,2.5,3.8
C,3.3,5.9,0.554,0,0,5.9,0.554,2.1,0.377,3.4,5.4,8.7,1.5,1,1.7,1.1,2.9,7.4
C,0.5,1.8,0.297,0.1,0.333,1.6,0.294,0.1,1,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,1.2
C,1,2.1,0.454,0,0,2.1,0.458,0.6,0.813,0.6,1.5,2.1,0.2,0.3,0.5,0.3,1.5,2.4
C,1,2.3,0.43,0,0,2.3,0.436,0.5,0.875,0.5,1.2,1.7,0.1,0.3,0.5,0.2,1.6,2.4
C,0.9,1.7,0.517,0,0,1.7,0.517,0.9,0.75,0.8,2.1,2.9,0.2,0.2,0.7,0.5,1.4,2.5
PG,2.4,6.1,0.389,0.4,0.267,5.7,0.398,2.1,0.799,0.4,1.1,1.5,4,0.6,0.1,1.5,2,6.6
PG,3.1,7.7,0.401,0.6,0.389,7.1,0.402,2.1,0.841,0.4,1.2,1.5,5.1,0.7,0.1,1.8,2.2,8.2
PG,1.9,4.9,0.376,0.3,0.083,4.6,0.395,2.2,0.767,0.4,1.1,1.5,3.2,0.6,0,1.3,1.9,5.4
PG,1.7,5.5,0.312,3.6,0.314,1.9,0.308,0.9,0.846,0.4,2.4,2.8,3.1,1.1,0,1.3,1.6,5.4
PG,5.1,11.4,0.442,4.8,0.426,6.6,0.454,4.8,0.898,0.6,2.8,3.4,5.8,1,0.1,2.3,2.4,16.5
C,2.9,5.3,0.534,0,0,5.3,0.538,2.8,0.689,2,4.1,6.1,1.1,0.2,1.5,1,2.1,7.7
PG,2.1,6,0.352,3.2,0.355,2.7,0.35,0.8,0.731,0.3,2.3,2.6,4.9,1,0,1.5,2.5,5.9
C,3.9,7.9,0.497,0,0,7.8,0.498,1.9,0.661,2.1,4.6,6.7,1.2,0.4,1.1,1.8,2.9,9.1
C,3.7,7.4,0.507,0,0,7.3,0.509,3.4,0.678,2.6,4.1,6.7,0.7,0.2,1.4,1.5,3.2,9.8
C,3.1,6.1,0.514,0,0,6.1,0.514,2.7,0.611,1.2,3.1,4.2,0.7,0.5,0.4,1.4,2.4,7.9
PG,4.7,11.1,0.426,5.5,0.387,5.5,0.466,2.5,0.803,0.4,2,2.4,4.4,0.9,0,1.8,2.2,13.6
C,3.4,8.4,0.398,3,0.331,5.4,0.436,1.4,0.603,0.7,2,2.7,1.8,1,0.9,1,2.5,8.5
C,1,3.1,0.323,0,0,3.1,0.323,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7
C,1.1,2.6,0.43,0,0,2.6,0.43,1.1,0.732,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,3
C,0.4,0.9,0.429,0,0,0.9,0.429,0.3,0.75,0.2,0.3,0.5,0,0,0.3,0.3,0.9,1
C,1.8,3.8,0.479,0,0,3.8,0.479,1.6,0.606,2.5,3.7,6.1,0.8,0.5,1.1,0.7,2.7,4.7
C,1.3,3,0.413,0,0,3,0.413,1.1,0.579,1.7,2.6,4.3,0.6,0.4,0.9,0.6,2.2,3.1
C,2.7,5,0.536,0,0,5,0.536,2.4,0.623,3.6,5.2,8.9,1,0.8,1.3,0.9,3.3,6.9
PG,4,8.9,0.456,6.4,0.432,2.5,0.517,1,0.791,0.2,2.6,2.8,4.3,0.5,0.1,1.2,1.5,11.6
PG,5.6,14.4,0.392,6,0.369,8.3,0.409,2.5,0.915,0.7,3.1,3.8,5.7,1.1,0,2,2,15.8
PG,4.3,10.6,0.405,3.5,0.347,7.2,0.432,3.2,0.833,0.5,2.1,2.5,4.9,1.1,0.1,2,2.8,12.5
PG,0.3,2,0.125,0.8,0.333,1.3,0,0.8,0.667,0,0.3,0.3,0.3,0,0,0.3,0.3,1.3
PG,4.6,11.2,0.408,3.6,0.347,7.6,0.437,3.4,0.836,0.5,2.2,2.7,5.2,1.1,0.1,2.1,3,13.2
C,3,5.6,0.539,0,0,5.6,0.539,2.5,0.538,3.2,5.1,8.3,0.4,0.6,1.3,1,2.8,7.3
C,0.6,1.9,0.333,0,0,1.9,0.333,1,0.727,0.5,1.2,1.7,0.1,0.3,0.4,0.4,2.5,2
C,1.9,3.6,0.522,0,0,3.6,0.522,4.2,0.88,2.5,3.1,5.6,0.1,0.2,0.1,1.5,4.3,7.5
C,0.7,2.1,0.329,0,0,2.1,0.329,0.6,0.708,0.1,1.1,1.2,0.2,0.1,0.5,0.4,0.8,1.8
PG,1.3,4.2,0.321,1.7,0.252,2.5,0.367,1,0.853,0.5,1.2,1.7,2.7,0.7,0.1,1,1.4,4
PG,3.8,11.4,0.333,5,0.243,6.4,0.404,1.5,0.905,1.1,2.3,3.4,4.6,1.1,0.1,2,2.1,10.1
PG,0.7,2.3,0.305,0.8,0.268,1.5,0.325,0.9,0.83,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3
PG,1.5,4.5,0.32,1.6,0.278,2.9,0.344,0.7,0.625,0.3,0.6,0.9,2.5,0.5,0,0.5,1.7,3.8
C,2.5,4.3,0.576,0,0,4.3,0.576,2.1,0.571,1.1,2,3.1,0.3,0.4,1.3,1.2,3.1,6.1
C,0.5,1.8,0.29,0.1,0,1.7,0.299,0.1,0,0.8,1,1.8,0.4,0.2,0.7,0.3,1.4,1
PG,4,10.2,0.393,3.9,0.371,6.3,0.407,2.7,0.862,0.5,2.4,2.9,4.1,1,0.1,1.7,2.4,11.9
C,0.6,2.8,0.214,0.4,0,2.4,0.25,0.6,1,0.6,2.4,3,0,0,0,0.4,1.2,1.8
PG,2.1,4.8,0.429,1.7,0.336,3.1,0.481,1.4,0.757,0.4,1,1.3,2.2,1,0.3,1.1,1.8,5.7
C,1.4,2.7,0.498,0,0,2.7,0.498,1.8,0.741,1.9,3.5,5.3,0.1,0.2,1.3,0.6,1.7,4
PG,4.1,10,0.413,2,0.337,8,0.432,3.7,0.921,0.5,1.3,1.7,4.5,1,0.1,1.5,1.5,12.4
PG,3,6.9,0.426,2,0.319,4.9,0.471,1.7,0.659,0.4,1.6,2.1,4.5,1,0.2,2.1,2.3,7.7
PG,1.1,3.3,0.335,1.6,0.308,1.7,0.36,1.1,0.877,0.2,1.3,1.5,1.1,0.8,0.1,0.8,1.4,3.7
PG,2,4.3,0.458,1.2,0.452,3,0.461,0.3,0.929,0.3,0.9,1.2,1.3,0.4,0.1,0.4,0.8,4.7
C,6.2,11.6,0.538,0,0,11.6,0.538,5,0.72,1.8,3.5,5.4,0.6,0.3,0.9,2.6,3.2,16.1
C,1,3.1,0.317,0.1,0,3,0.322,1.4,0.764,0.7,1.6,2.3,0.5,0.2,0.2,0.7,1.4,3
C,0,0.7,0,0,0,0.7,0,0.4,0.5,0.3,0.8,1.1,0.3,0,0.1,0.1,1,0.2
C,1.3,3.9,0.336,0.1,0,3.8,0.342,1.7,0.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9
C,3.4,6.2,0.55,0.1,0,6.2,0.555,3.9,0.605,3.1,5.4,8.5,0.9,0.3,1.4,1.7,3.5,9.2
C,0.6,1.2,0.519,0,1,1.2,0.509,0.5,0.64,0.9,1.5,2.5,0.1,0.2,0.3,0.4,1.9,1.6
C,2.7,5.4,0.502,0,0,5.4,0.502,3.1,0.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1
C,1.5,3.2,0.468,0,0.333,3.2,0.469,1.2,0.57,0.9,2.1,3,0.5,0.5,0.6,0.6,1.9,3.7
PG,4.4,9.4,0.468,1.7,0.326,7.7,0.498,2.6,0.761,0.6,2.4,3.1,6.1,1.1,0.2,1.9,1.6,11.3
PG,8.2,19,0.431,7,0.365,12,0.469,8,0.814,1,3.7,4.7,5.1,1.7,0.3,3,3.1,25.5
C,0.7,1.5,0.44,0,0,1.5,0.451,0.7,0.342,1,2,3,0.7,0.1,0.7,0.4,1.6,1.6
C,0.5,1.2,0.435,0,0,1.2,0.435,0.6,0.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4
PG,1,3,0.333,0.6,0,2.4,0.417,0.9,0.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8
PG,2.2,5.5,0.398,1.4,0.262,4.1,0.444,1.1,0.795,0.2,1,1.2,3.4,0.6,0.1,1.5,2.1,5.6
C,1.3,1.3,1,0,0,1.3,1,0.7,1,0,0,0,0,0.3,0,0.3,0,3.3
C,2.1,5.1,0.415,0.1,0,5,0.422,1.9,0.647,1.6,2.9,4.5,0.9,0.6,0.5,1.6,2.6,5.4
C,0.8,1.8,0.452,0,0,1.8,0.452,2.4,0.35,0.6,1.4,2,0.1,0.1,0.7,0.6,1.8,2.5
C,1,2.1,0.5,0,0,2.1,0.5,0.6,0.778,0.7,1.1,1.8,0.3,0.1,0.5,0.4,1.4,2.5
C,0.7,1.6,0.458,0,0,1.6,0.458,1,0.684,0.8,1.6,2.4,0.4,0.1,0.3,0.5,1.6,2.1
C,4.3,9.9,0.432,0,0,9.9,0.432,5.3,0.602,3.4,5.5,8.9,1.3,0.3,1,2.6,3.2,11.7
PG,5.5,13.1,0.418,3.9,0.372,9.2,0.437,4.1,0.744,0.7,3.4,4,6.4,2,0.3,3.4,2.8,15.4
PG,3.6,7.9,0.455,1.8,0.312,6.2,0.497,1.4,0.682,0.7,1.8,2.4,3,1,0,1.5,2.5,8.7
PG,0.6,2.1,0.297,0.8,0.2,1.2,0.364,0.7,0.462,0.3,0.9,1.2,0.7,0.4,0.1,0.7,0.6,1.7
PG,2.6,6.7,0.385,2.1,0.348,4.6,0.401,0.7,0.739,0.4,1.1,1.5,2.4,0.5,0,1.4,1.7,6.4
C,0.5,1.6,0.333,0,0,1.6,0.333,0.2,0.25,0.7,1.3,2,0.1,0.2,0.4,0.5,1.8,1.1
C,1.3,3.1,0.414,0,0,3.1,0.417,2.4,0.697,1.1,2.1,3.3,1.2,0.2,0.1,0.7,2.9,4.3
C,2.5,5.4,0.463,0.2,0.429,5.2,0.464,1,0.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7
C,2.3,5.6,0.412,0.1,0.333,5.6,0.413,2.6,0.656,1.9,4.2,6.1,1.3,0.9,0.9,1.1,4,6.4
PG,3.5,7.7,0.449,1.3,0.368,6.5,0.464,2.7,0.785,0.2,2.5,2.7,5,1.3,0.2,1.4,2.3,9.5
PG,5.2,13,0.398,5.4,0.36,7.5,0.425,2.9,0.74,1.4,6,7.4,8.3,1.9,0.1,2.5,1.7,14.4
PG,4.7,9.3,0.501,3.1,0.42,6.2,0.54,2.2,0.844,0.5,1.9,2.4,5.4,1.4,0.2,1.8,2.2,12.4
PG,3.7,9.1,0.413,4.6,0.324,4.4,0.506,1.4,0.792,0.3,1.5,1.7,5.6,1.1,0.1,1.8,1.3,10.1
C,2.8,5.3,0.519,0.1,0,5.2,0.527,2.3,0.634,3.4,5.7,9,0.7,0.8,0.2,0.9,3,7
PG,5,12,0.412,3.5,0.345,8.6,0.439,2.1,0.813,0.4,1.6,2.1,5.1,0.7,0,1.5,2.3,12.8
C,0.7,1.3,0.538,0,0,1.3,0.538,0.5,0.2,0.7,1.4,2.1,0,0.3,0.8,0.6,2.4,1.5
C,2.2,4.3,0.509,0,0,4.3,0.512,0.8,0.723,1,2,3,0.2,0.3,1.4,1.1,3.5,4.9
C,2.6,4.4,0.598,0,0,4.4,0.598,2.3,0.517,2.3,5.4,7.7,1,0.3,2.1,1.3,3.1,6.4
C,0.4,1.2,0.367,0,0,1.2,0.367,0.6,0.5,0.3,0.4,0.8,0.1,0.1,0.2,0.3,0.5,1.2
C,1,2,0.488,0,0,2,0.488,1,0.587,0.9,1.3,2.2,0.4,0.3,0.3,0.4,1.9,2.5
C,0.4,1.1,0.333,0.1,0,1,0.375,1.1,0.889,0.8,2.1,2.9,0,0.3,0.4,0.8,0.9,1.8
C,0.4,0.5,0.75,0,0,0.5,0.75,0.5,0.5,0.4,0.5,0.9,0,0,0.1,0.1,0.3,1
PG,2.7,7.7,0.35,1.4,0.25,6.3,0.372,2.8,0.767,0.4,1.8,2.1,4.5,1.2,0.2,1.9,2.6,7.8
C,2.6,4.8,0.539,0,0,4.8,0.539,2.3,0.783,1.6,5.1,6.7,0.6,0.9,1.3,1,2.7,7
C,0.9,2,0.471,0,0,2,0.471,1,0.638,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,2.5
PG,2,4.7,0.423,0.3,0.462,4.4,0.42,0.9,0.73,0.6,1.5,2,2.4,0.8,0,1.1,2,4.7
PG,2.1,4.9,0.426,0.3,0.462,4.5,0.424,0.9,0.73,0.6,1.5,2.1,2.5,0.8,0,1.2,2.1,5
PG,1,2.8,0.364,0,0,2.8,0.364,0,0,0.3,1,1.3,1.3,0,0,0.8,1.5,2
PG,1,2.6,0.385,0.6,0.2,2,0.435,1.2,0.655,0.6,0.6,1.3,0.5,0.4,0.1,0.5,0.8,2.9
PG,0.4,1.2,0.355,0,0,1.2,0.355,0.3,0.667,0.1,0.6,0.7,0.7,0.2,0,0.2,0.6,1.1
C,1.2,3.1,0.389,0.1,0,3,0.398,0.8,0.739,1,1.6,2.6,0.3,0.3,0.2,0.5,1.8,3
PG,1.9,4.7,0.403,1,0.253,3.6,0.444,1.5,0.78,0.1,1.1,1.2,1.8,0.5,0.1,0.9,1.6,5.2
PG,5.8,14.6,0.397,5.3,0.355,9.3,0.42,2.8,0.792,0.4,3.5,3.9,6.4,1.6,0.3,2.3,3.2,15.7
PG,2.7,5.6,0.475,2.2,0.367,3.4,0.544,1.1,0.797,0.5,1.6,2.1,2,0.5,0.1,1.4,2,7
PG,1.2,3.5,0.336,1.4,0.245,2.1,0.395,0.7,0.625,0.1,0.8,0.9,1.4,0.4,0,0.7,0.8,3.1
C,1.6,3.6,0.433,0,0,3.6,0.436,1.3,0.576,1.8,3.1,4.9,0.4,0.2,0.9,0.8,1.7,3.9
C,4,8.5,0.469,0,0,8.5,0.471,2.5,0.662,2.2,5.5,7.7,1.1,0.7,0.9,1.3,3.1,9.6
PG,0.9,1.8,0.483,0.6,0.5,1.2,0.474,0.1,1,0.1,0.1,0.2,0.7,0.1,0,0.7,0.6,2.2
PG,0.9,1.8,0.481,0.6,0.444,1.2,0.5,0.1,1,0,0.1,0.1,0.7,0.1,0,0.7,0.6,2.1
PG,1,2,0.5,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3
PG,3.6,9,0.405,2.2,0.376,6.8,0.414,2.2,0.883,0.7,1.8,2.5,5.9,1.1,0.3,1.8,2.3,10
C,1.3,3.6,0.371,0.1,0.5,3.5,0.367,0.6,0.682,0.6,1.8,2.4,0.3,0.1,0.2,0.5,1.4,3.1
C,1.1,3.1,0.347,0.2,0.667,2.9,0.326,0.8,0.667,0.6,1.4,2,0.1,0.1,0.1,0.6,1.3,2.8
C,1.5,4,0.386,0,0,3.9,0.39,0.5,0.7,0.7,2,2.7,0.5,0.2,0.2,0.3,1.5,3.4
C,0.7,1.8,0.4,0.1,0,1.7,0.421,0.6,0.571,0.8,0.8,1.6,0.1,0.1,0.5,0,1.8,1.8
C,4.2,9,0.465,0,0,9,0.466,4.3,0.828,2.3,2.7,5,1,0.4,0.2,1.6,2.1,12
PG,1.4,3.5,0.402,0.7,0.356,2.8,0.414,2,0.742,0.4,1.2,1.6,1.9,0.8,0.2,1,1.8,4.6
C,4.2,9.1,0.465,0.1,0,9,0.468,2.6,0.723,2,8,10,2.3,0.9,3,1.6,2.7,10.3
C,1,2.2,0.48,0,0,2.2,0.485,1,0.558,1.2,1.7,2.8,0.2,0.2,0.3,0.6,1.9,2.6
C,4,7.5,0.529,0,0,7.5,0.53,2,0.713,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,9.4
C,0.8,1.6,0.515,0,0,1.6,0.515,1,0.5,1.5,1.6,3.1,0.4,0.2,0.3,0.6,2.5,2.1
PG,3.8,9.1,0.414,3,0.371,6.1,0.435,1.6,0.72,0.4,2.8,3.2,6.1,1.7,0.3,2,2.1,9.9
PG,0.4,1,0.357,0.1,0,0.9,0.417,0.3,0.75,0.1,0.3,0.4,0.5,0.1,0,0.1,0.1,0.9
C,3,5.6,0.533,1.1,0.424,4.5,0.561,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2
PG,0,0.2,0,0,0,0.2,0,0,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0.6,0
PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG,0,0.3,0,0,0,0.3,0,0,0,0.3,0.3,0.5,0.3,0.3,0,0.3,0.8,0
C,2.8,5.7,0.494,0,0,5.7,0.497,1.6,0.558,1,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5
C,4.3,9.2,0.468,0.8,0.27,8.5,0.486,4.7,0.85,2.4,5.1,7.5,2,0.4,0.8,1.7,2.8,12.9
C,1.9,4.1,0.447,0,0,4.1,0.45,0.5,0.61,0.9,2.3,3.2,0.6,0.3,0.3,0.5,2,4
C,2.6,5.7,0.456,0,0,5.7,0.456,1.1,0.667,1.7,3.5,5.2,0.5,0.2,0.9,1.1,3.1,5.9
C,0.5,1.3,0.414,0,0,1.2,0.418,0.8,0.433,2,2.2,4.2,0.8,0.5,0.5,0.6,2.4,1.4
PG,7,15.8,0.443,4.6,0.36,11.3,0.477,5.2,0.775,1,3.2,4.2,6.8,1.6,0.4,2.5,2.4,19.6
PG,4.5,10.1,0.441,3.5,0.386,6.6,0.47,2,0.752,0.5,2.3,2.8,3.6,0.9,0.1,1.4,2.4,11.8
PG,4.4,9.8,0.446,3.2,0.382,6.6,0.477,1.9,0.744,0.5,2.1,2.6,3.9,0.9,0.1,1.7,2.4,11.4
PG,4.7,10.8,0.433,4,0.393,6.8,0.457,2,0.764,0.4,2.7,3.2,2.9,0.9,0.1,1,2.2,12.4
C,3.1,5.8,0.531,0,0,5.8,0.533,3.1,0.749,2.2,3.2,5.4,0.6,0.4,0.4,1.4,2.9,8.4
PG,0.7,1.6,0.416,0.3,0.313,1.3,0.443,0.3,0.75,0.1,0.4,0.5,0.7,0.3,0,0.3,0.5,1.7
PG,2.2,4.9,0.446,0.2,0.167,4.8,0.455,1.9,0.742,0.3,1.4,1.7,3.5,0.6,0.2,1.3,1.6,5.8
PG,4,9.2,0.438,1.2,0.323,8,0.456,2,0.85,0.6,2.4,3.1,6.1,0.9,0.1,2.5,2.8,10.2
PG,0.9,2.9,0.321,0.3,0,2.6,0.361,0.6,0.833,0.3,0.9,1.2,1,0.5,0.1,0.7,1.2,2.4
PG,1,2.9,0.344,0.4,0,2.5,0.395,0.7,0.818,0.3,1,1.3,1.1,0.5,0.1,0.8,1.3,2.6
PG,0.5,2.7,0.188,0,0,2.7,0.188,0.3,1,0.2,0.5,0.7,0.8,0.2,0,0.3,0.3,1.3
C,3.8,7.8,0.48,0,0,7.8,0.481,2.9,0.674,3.2,4.4,7.6,0.4,0.8,1.1,1.4,3.1,9.5
C,4.3,8.5,0.509,0,0,8.5,0.51,3.2,0.708,3.1,5,8.1,0.5,1,1,1.5,3.2,10.9
C,2.4,6.2,0.387,0,0,6.2,0.387,2.4,0.571,3.4,3,6.4,0.3,0.2,1.4,1.2,2.8,6.2
C,3.5,7,0.503,0,0,7,0.505,3.9,0.66,1.9,4,5.9,1.5,0.9,0.9,1.7,3,9.6
C,2.3,4.3,0.537,0,0,4.3,0.541,1.4,0.703,1.9,2.7,4.6,0.4,0.4,0.6,0.8,3.1,5.6
C,1.9,4.3,0.434,0,0,4.3,0.436,2.2,0.774,1.6,2.6,4.3,0.3,0.5,0.3,1.1,3.1,5.5
PG,2,4.8,0.417,0.8,0,4,0.5,1.2,0.5,0.4,1,1.4,4.4,1.2,0.2,1.2,1.2,4.6
C,0.9,2.1,0.397,0,0,2.1,0.397,1,0.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3
C,0,0,0,0,0,0,0,0.4,0.5,0,0.4,0.4,0,0,0,0.4,0.8,0.2
C,0.8,1.7,0.5,0,0,1.7,0.5,0.3,0.5,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8
C,3.4,7.6,0.438,1,0.352,6.6,0.451,1.7,0.8,1,2.3,3.4,0.7,0.6,0.3,1.1,1.9,8.4
C,5.4,10.5,0.512,0,0,10.5,0.512,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,2.5,13
C,1.3,3,0.434,0.1,0.333,2.9,0.436,0.9,0.782,1,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3
PG,5,12.2,0.414,4.9,0.357,7.3,0.451,3.2,0.74,0.5,3,3.5,6.4,1.5,0.1,2.1,2.7,14.2
PG,1.3,3.1,0.423,0.5,0.625,2.6,0.386,1,0.882,0.2,0.5,0.7,2.6,0.7,0.1,0.8,1.6,3.8
C,2.8,6.1,0.46,0,0,6.1,0.46,0.4,0.467,2.6,3.9,6.6,1,0.4,1.7,1,3,5.9
PG,1.8,4.4,0.422,1.5,0.444,2.9,0.411,1.1,0.818,0.2,1,1.3,4,0.7,0.1,1.5,2.5,5.2
PG,0.8,2.4,0.34,0.7,0.286,1.7,0.361,0.2,0.75,0,0.6,0.7,0.3,0.2,0,0.3,0.8,2
PG,1,2.7,0.37,1.2,0.25,1.5,0.467,0.4,0.75,0,1.1,1.1,0.3,0.3,0,0.4,1.2,2.6
PG,0.6,2.1,0.304,0.2,0.5,1.9,0.286,0,0,0.1,0.2,0.3,0.4,0.2,0.1,0.3,0.5,1.4
PG,2.1,5.5,0.376,1.6,0.369,3.9,0.378,0.9,0.77,0.3,2.1,2.3,5.1,1,0.1,1.6,1.3,5.5
C,0.3,0.7,0.455,0,0,0.7,0.455,0.6,0.556,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1,0.9
C,2.4,5.4,0.444,0.1,0,5.3,0.453,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1,2.9,5.5
PG,0.6,2.7,0.209,0.1,0.5,2.6,0.195,0.6,0.9,0.2,1.5,1.7,2.4,0.2,0.1,1,0.9,1.8
PG,1.4,3.2,0.429,0.1,0.333,3,0.434,1.1,0.701,0.3,1,1.4,1.7,0.6,0.1,0.9,2.3,3.5
PG,5.4,11.6,0.464,1.7,0.262,9.9,0.5,2.6,0.865,0.4,2.2,2.7,5.1,0.6,0.2,1.8,2.7,13.5
C,3.5,6.6,0.524,0,0,6.6,0.524,2.1,0.601,2.6,4.9,7.5,0.5,0.6,1.7,1.6,3.3,8.2
C,1.6,3.4,0.473,0,0,3.4,0.473,1,0.673,1.7,2.4,4.2,0.4,0.6,0.5,0.6,2.5,3.9
C,0.6,2.2,0.293,0.1,0,2.1,0.3,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7
PG,2.5,6.3,0.393,1,0.246,5.3,0.421,2,0.789,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8
C,9,15,0.601,0,0,15,0.601,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9
PG,3,7.2,0.414,0.1,0,7.1,0.418,2,0.746,0.7,2.2,3,5,1.1,0.4,2.5,2.7,7.4
C,1.1,2.4,0.452,0,0,2.4,0.452,0.8,0.683,0.9,1.9,2.8,0.2,0.3,0.8,0.4,2,2.7
PG,1.1,2.7,0.419,0.8,0.231,1.9,0.5,0.8,0.692,0.3,0.5,0.8,0.9,0.3,0,1.2,1,3
PG,1,2.5,0.393,0.8,0.222,1.7,0.474,1.2,0.692,0.2,0.6,0.8,1,0.3,0,0.9,1.2,3
PG,1.4,3,0.467,0.8,0.25,2.2,0.545,0,0,0.4,0.2,0.6,0.8,0.4,0,1.8,0.6,3
PG,4.1,9.9,0.421,1,0.18,8.9,0.447,4.1,0.736,0.6,2.4,3,6,1.8,0.1,1.9,3,11.5
PG,4.7,10.9,0.431,1.1,0.192,9.8,0.459,4.6,0.761,0.7,2.6,3.3,6.2,1.9,0.1,2,3.3,13.1
PG,2.6,6.9,0.373,0.6,0.111,6.3,0.396,2.6,0.61,0.3,1.6,1.9,5.5,1.4,0.1,1.7,1.9,6.8
PG,7.4,16,0.462,4,0.354,12,0.497,6.7,0.834,0.6,2.4,3,8.1,1.5,0.1,2.8,2.3,21.7
PG,1.4,4.2,0.328,2.1,0.387,2.1,0.269,0.9,0.805,0.4,1.2,1.6,1.6,0.3,0,0.9,1.1,4.3
PG,7.2,17.1,0.423,1.6,0.299,15.4,0.436,7.8,0.823,1.6,4.2,5.8,7,1.4,0.4,4.1,3.5,21.3
PG,5.7,11.4,0.502,2.9,0.431,8.5,0.526,3.2,0.887,0.8,2.6,3.3,11.5,1,0.1,3.3,1.8,15.5
