label,fg_per_game,fga_per_game,fg_percent,x3pa_per_game,x3p_percent,x2pa_per_game,x2p_percent,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
PG,5.2,12.1,0.43,2.3,0.282,9.9,0.464,6,0.847,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1
C,1.4,2.2,0.605,0,0,2.2,0.605,0.4,0.167,1.1,1,2.1,0.1,0.1,0.4,0.1,1.5,2.8
C,1.9,3.5,0.536,0,0,3.5,0.542,1.2,0.644,1,2.6,3.6,0.4,0.3,0.4,0.7,2.1,4.5
PG,3.7,9.3,0.401,4.2,0.352,5,0.442,3.1,0.811,0.3,1.5,1.7,3,0.7,0,1.3,2.2,11.4
C,0.7,1.4,0.533,0,0,1.4,0.542,0.5,0.5,0.4,0.9,1.3,0,0.1,0.6,0.4,1.1,1.7
C,0.3,0.9,0.375,0,0,0.8,0.391,0.5,0.533,0.8,1.1,1.9,0.2,0,0.3,0.1,0.8,0.9
PG,2.3,6,0.387,4.5,0.377,1.5,0.417,0.6,0.64,0.2,1.5,1.6,2.1,0.5,0,0.7,1.4,6.7
PG,4.2,10.6,0.397,3.9,0.346,6.8,0.426,2.3,0.855,0.9,2.7,3.5,4.7,0.7,0,2,1.8,11.7
PG,0.9,2.4,0.37,1.1,0.5,1.4,0.269,0.9,1,0.3,0.6,0.8,2.1,0.6,0.1,0.9,2.1,3.3
C,2.3,4.2,0.553,0,0,4.2,0.555,1.2,0.461,1.2,1.9,3.1,0.3,0.3,0.6,0.5,2.3,5.2
C,1.2,2.2,0.529,0,0,2.2,0.529,1.9,0.767,1.3,2,3.4,0.1,0.2,0.1,1.1,3.3,3.8
C,2.2,4.3,0.509,0,0,4.2,0.513,0.9,0.56,0.8,1.9,2.7,0.7,0.3,1.4,0.9,1.7,4.8
C,0.7,1.3,0.515,0.1,0,1.2,0.548,0.3,0.375,0.4,0.7,1.1,0.4,0.1,0.6,0.6,1,1.5
C,3.4,6.7,0.507,0,0,6.7,0.507,1.4,0.595,1.1,3,4.1,1.1,0.4,2.1,1.2,2.2,7.6
PG,0.7,2.1,0.336,0.8,0.229,1.3,0.4,0.7,0.786,0.3,1,1.3,1.4,0.4,0,0.9,1.1,2.1
PG,0.9,2.4,0.351,1,0.4,1.4,0.316,0.6,0.75,0.1,0.5,0.5,1.4,0.4,0,0.4,1.1,2.6
C,2.2,4.4,0.503,0,0,4.4,0.503,2.6,0.511,1.3,2.5,3.8,0.2,0.3,0.9,1.2,2.9,5.7
C,0.9,1.9,0.487,0,0.5,1.9,0.487,0.9,0.542,1.8,2.8,4.6,0.3,0.5,1.8,0.4,3.1,2.3
PG,4.7,9.6,0.487,3.1,0.385,6.6,0.534,1.4,0.851,0.8,3.3,4.1,4.6,1.2,0.6,1.9,2.8,11.8
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG,4.4,10.8,0.41,3.6,0.397,7.2,0.417,3.6,0.833,0.4,2.1,2.6,4.3,1.5,0.1,1.9,2.9,13.3
PG,4.2,10.1,0.421,2.7,0.416,7.3,0.423,1.7,0.704,0.4,2,2.4,4.5,0.8,0.2,1.8,2.9,10.8
PG,1,1.5,0.667,0,0,1.5,0.667,0,0,0.5,1.5,2,3.5,0,0,2,2,2
PG,3.4,7.2,0.469,0.4,0.238,6.9,0.482,4.2,0.716,0.5,1.8,2.2,3.2,0.9,0.3,1.5,2.2,9.9
C,0.8,1.5,0.526,0,0,1.5,0.526,1.4,0.758,1.6,3.2,4.8,0.1,0.3,0.9,0.5,2,2.6
C,0.6,2,0.313,0,0,2,0.313,0.5,0.75,0.3,1,1.3,0,0,0,0.6,1.3,1.6
PG,4.5,11,0.41,3,0.346,8,0.434,2.9,0.874,0.4,1,1.4,3.8,0.8,0.1,1.4,1.2,12.6
PG,3.1,7.3,0.43,3.9,0.404,3.4,0.46,1.6,0.676,0.3,1.9,2.3,4.1,1,0.1,1.9,2.3,8.9
PG,2.6,6.1,0.429,3.7,0.395,2.4,0.482,1.3,0.627,0.4,1.5,1.9,3.5,0.8,0.2,1.6,2.1,7.5
PG,4.1,9.5,0.432,4.2,0.42,5.3,0.441,2.2,0.731,0.3,2.7,3,5.4,1.3,0.1,2.5,2.7,11.5
PG,0.2,1.1,0.222,0.6,0.304,0.5,0.136,0.6,0.783,0,0.4,0.4,0.3,0.3,0,0.2,0.3,1.1
C,1.9,5.3,0.351,1.2,0.195,4.1,0.396,1.1,0.595,1.5,4,5.6,0.6,0.2,2.1,0.6,1.8,4.6
PG,4,9.4,0.422,3.9,0.389,5.5,0.445,0.5,0.805,0.2,1.4,1.6,1.8,0.5,0.1,0.9,1.2,9.8
C,4.7,8.3,0.563,0,0,8.3,0.563,6.8,0.632,2,4,6,0.3,0.4,0.8,2.5,3.3,13.6
PG,2,4.9,0.409,0.1,0.1,4.7,0.416,1.1,0.688,0.5,2,2.4,4.2,0.9,0.2,1.4,2.7,4.8
C,2.1,4.2,0.493,0,0,4.2,0.493,2.6,0.591,3.3,4.5,7.8,0.6,0.3,1.3,1.4,3.2,5.7
C,0.4,0.9,0.412,0,0,0.9,0.412,0.1,0.5,0.3,1.1,1.3,0.1,0.1,0.1,0.3,1.3,0.8
C,1.8,3.5,0.533,0,0,3.5,0.533,1.8,0.6,1.4,2.5,3.9,0.2,0.3,1,0.7,2.1,4.7
C,0.7,1.6,0.473,0,0,1.5,0.484,0.5,0.556,1,1.1,2.1,0.5,0.2,0.2,0.5,1.5,1.7
C,2.1,3.9,0.532,0.1,0.2,3.9,0.538,1,0.662,1.4,3.3,4.7,0.7,0.8,0.6,0.9,2.9,4.9
PG,2.8,6.8,0.42,2.8,0.287,3.9,0.517,1.6,0.794,0.4,2.5,2.9,3.2,0.9,0.1,1.3,2.1,7.7
PG,1.7,4.9,0.337,1.4,0.269,3.5,0.365,1.3,0.739,0.4,1.3,1.7,1.8,0.4,0.3,0.8,1.6,4.7
PG,9.3,20.9,0.447,6.8,0.369,14.1,0.485,10,0.82,0.7,2.8,3.5,6.1,2,0.3,3.7,3.6,29.3
C,1,2.1,0.492,0,0,2.1,0.492,0.8,0.5,1.4,2.4,3.8,1,0.1,1.1,0.8,2.2,2.4
C,0.7,1.1,0.581,0,0,1.1,0.581,0.6,0.471,0.5,1.3,1.8,0,0.1,0.3,0.5,1.5,1.6
PG,1.1,3.2,0.33,1.3,0.31,1.9,0.344,0.8,0.833,0.1,0.9,1,2.2,0.3,0.1,0.7,1.1,3.2
PG,0.3,1.3,0.235,0.3,0.25,1,0.231,0,0,0.1,1,1.1,1.9,0.2,0,0.2,0.8,0.7
PG,1.6,4.5,0.349,2,0.316,2.5,0.375,1.3,0.833,0.1,0.9,1,2.3,0.4,0.1,0.9,1.2,4.8
C,2.1,3.9,0.544,0,0,3.9,0.544,1.4,0.753,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3
C,2,3.2,0.606,0,0,3.2,0.606,1.7,0.655,1.5,2.6,4.2,0.3,0.3,0.6,0.8,2.1,5
C,2.2,5.1,0.437,0.1,0.333,5.1,0.438,1.2,0.683,1.2,2.4,3.6,0.8,0.5,0.5,0.6,3.1,5.3
C,3.5,7.5,0.467,0,0,7.5,0.467,4.1,0.535,2.7,6.8,9.5,0.7,0.4,1,2,3.4,9.2
PG,3.8,9.2,0.409,1.7,0.229,7.5,0.449,2.2,0.637,0.8,2.3,3.2,5,1.2,0.1,2.6,2.3,9.3
PG,5.6,11.6,0.483,2.7,0.424,8.9,0.5,2.9,0.779,0.6,2.3,2.9,4.9,1.1,0.1,2.4,2.8,14.6
PG,1.9,5.1,0.373,1.8,0.379,3.3,0.37,0.4,0.81,0.1,0.9,1.1,1.6,0.4,0,1.1,1,4.8
C,1.6,3.5,0.461,0,0,3.5,0.461,2.8,0.717,1.7,2.5,4.2,1.2,0.5,0.3,0.8,3.2,5.3
C,1.5,3.7,0.397,0.2,0.25,3.5,0.404,1.2,0.512,1.3,3.5,4.8,1,0.6,0.6,0.9,3.5,3.6
PG,1.3,3.3,0.389,0.5,0.29,2.9,0.405,0.8,0.661,0.2,0.9,1.1,1.1,0.5,0.1,0.7,1.3,3.3
PG,4.6,11.3,0.404,4.9,0.352,6.4,0.445,3.1,0.795,1.1,6.2,7.3,8.4,1.9,0.4,2.4,2,13.3
PG,6.5,13.7,0.47,5.2,0.411,8.5,0.505,2.6,0.8,0.4,1.6,2,3.8,1.3,0.3,1.7,2.5,17.1
PG,4.5,10.3,0.442,4.9,0.372,5.4,0.506,1.7,0.867,0.1,2.3,2.4,4.9,0.9,0.1,1.7,1.7,12.3
C,2.2,4,0.552,0.1,0,3.9,0.561,2.5,0.604,3.6,5.6,9.1,0.8,0.7,0.4,1,3,5.9
PG,0.4,0.9,0.423,0.1,0.25,0.7,0.455,0.5,0.857,0.3,0.6,0.9,0.8,0.1,0,0.4,0.6,1.2
C,1.2,2.7,0.463,0,0,2.7,0.463,0.9,0.625,0.9,1.2,2,0.3,0.1,0.5,1.1,2.3,3
C,2.3,4.3,0.548,0,0,4.3,0.548,2.8,0.532,2.6,4.4,7,0.8,0.4,2.3,1.4,2.7,6.1
C,2.3,4.4,0.51,0,0,4.4,0.51,1.1,0.627,1.6,2.8,4.4,0.2,0.4,0.8,0.9,3.1,5.2
C,0.8,1.6,0.484,0,0,1.6,0.484,0.3,0.727,0.5,0.8,1.2,0.1,0.1,0.4,0.3,1.9,1.8
PG,1.1,2.8,0.389,0.7,0.222,2.1,0.444,0,0,0.2,0.2,0.4,0.9,0.4,0,0.5,0.5,2.3
C,0.4,0.9,0.4,0,0,0.9,0.4,0.3,0.75,0.6,0.6,1.3,0.1,0.2,0.1,0.5,1.1,0.9
C,0.7,0.7,1,0,0,0.7,1,0,0,0,0,0,0.3,0,0.3,0.7,1,1.3
C,0.3,0.6,0.429,0,0,0.6,0.429,0.4,0.75,0.3,0.6,0.9,0.1,0.2,0,0.4,0.9,0.8
C,0.5,3,0.167,0,0,3,0.167,0,0,3.5,1.5,5,0,0.5,0.5,1,2,1
PG,1.8,5.2,0.353,1.2,0.293,3.9,0.372,2,0.797,0.2,1,1.2,2.3,0.6,0.1,1.2,2,5.6
C,1.3,3.1,0.429,0,0,3.1,0.429,1.3,0.743,0.7,1.9,2.6,0.1,0.2,0.4,0.7,1.9,3.6
C,1.3,3.1,0.431,0,0,3.1,0.431,1.5,0.743,0.8,1.9,2.7,0.1,0.3,0.4,0.7,2.1,3.8
C,1.3,3,0.417,0,0,3,0.417,0,0,0.3,1.5,1.8,0.5,0,0.5,0.5,1,2.5
C,2,3.9,0.515,0,0,3.9,0.519,1.9,0.615,2.1,3.9,5.9,1,0.3,1.5,1.6,2.9,5.2
PG,0.6,2.3,0.25,1.4,0.185,0.9,0.353,0.4,0.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8
PG,3.6,8.1,0.44,0.9,0.302,7.2,0.456,2.4,0.835,0.2,1.3,1.6,2.2,1,0.1,1.6,2.3,9.4
PG,5.6,13.3,0.418,4.2,0.37,9.1,0.441,3.9,0.815,0.4,3.2,3.6,6.3,1.2,0.3,2.3,3.1,15.9
C,3.6,7.4,0.486,0,0,7.4,0.486,1.7,0.815,1.9,5.9,7.8,1.1,0.4,1,1.1,3.6,8.6
C,2.8,5.4,0.526,0,0,5.4,0.527,3.3,0.545,2.5,4,6.6,1,0.4,0.6,1.4,2.7,7.4
C,0.6,1.3,0.455,0.1,0,1.3,0.476,0.7,0.478,0.8,0.7,1.5,0.2,0.2,0.1,0.2,0.9,1.5
PG,1.2,3.3,0.37,1.4,0.256,1.9,0.456,0.1,0.5,0.3,1,1.3,2.1,0.6,0,0.7,1.5,2.9
C,1.4,3.1,0.458,0,0,3.1,0.458,0.8,0.842,1.7,2,3.7,0.1,0.4,0.3,0.6,2.1,3.6
C,1,2.2,0.475,0,0,2.1,0.483,0.5,0.429,1.6,2.4,4.1,0.1,0.3,0.9,0.6,1.8,2.3
C,2.5,5.2,0.478,0,0,5.2,0.48,1.5,0.564,1.8,3.2,5.1,0.6,0.7,0.6,0.9,2.6,5.8
PG,0.8,1.7,0.442,0.3,0.222,1.4,0.488,0.4,0.615,0.1,0.5,0.6,0.3,0.2,0,0.4,0.4,1.9
PG,4.2,10.1,0.418,1.9,0.289,8.2,0.448,2.9,0.877,0.6,2.4,3,7,1.6,0.3,2.1,2.3,11.5
C,0.8,1.3,0.615,0,0,1.3,0.615,0.7,0.308,0.4,1.1,1.5,0.4,0.1,0.2,0.3,1.1,1.8
C,0.3,1.8,0.182,0,0,1.8,0.182,0.3,0,0.7,0.8,1.5,0.3,0,0,0.5,0.3,0.7
C,0,2,0,0,0,2,0,0,0,0.5,1.5,2,1,0,0,0.5,1,0
C,0.5,1.8,0.286,0,0,1.8,0.286,0.5,0,0.8,0.5,1.3,0,0,0,0.5,0,1
C,2.7,5.8,0.472,0,0.5,5.7,0.471,1.3,0.805,1.3,2,3.4,0.7,0.2,0.1,1,2,6.5
C,1.8,4,0.446,0,0,4,0.446,1.3,0.792,0.8,1.6,2.4,0.6,0.1,0.2,0.8,1.9,4.6
C,4,8.2,0.489,0.1,0.5,8.1,0.489,1.3,0.824,2.1,2.7,4.7,0.8,0.3,0.1,1.4,2.1,9.1
PG,3.8,8.1,0.468,1.1,0.349,7,0.486,2.5,0.803,0.4,1.9,2.3,3.8,0.9,0.2,2.1,2.8,10
PG,1.8,4.4,0.413,1.1,0.316,3.4,0.443,1.7,0.9,0.2,0.8,1.1,1.8,0.4,0,1.3,2.1,5.5
PG,4.7,9.7,0.479,1.1,0.364,8.6,0.494,2.9,0.778,0.5,2.4,2.9,4.7,1.2,0.3,2.4,3.1,12
C,5.4,11.6,0.465,0.2,0.091,11.4,0.472,2.8,0.712,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8
C,1.1,2.5,0.449,0,0,2.5,0.449,0.8,0.783,0.9,1.3,2.1,0.1,0.1,0.1,0.5,2.5,2.9
C,4.6,9.1,0.508,0,0,9.1,0.508,2.7,0.757,1.2,3.3,4.5,1.2,0.5,0.9,2.4,3.1,11.3
C,5,9.7,0.511,0,0,9.7,0.511,3.3,0.764,0.9,3.2,4.2,1.7,0.4,0.9,3.1,2.7,12.4
C,4.3,8.4,0.506,0,0,8.4,0.506,2.3,0.747,1.4,3.4,4.8,0.8,0.6,1,1.8,3.5,10.2
C,0.4,1.1,0.409,0.1,0,1,0.458,0.8,0.426,0.8,1.5,2.3,0.2,0.4,0.3,0.4,1.8,1.2
PG,3,7.5,0.399,1.8,0.301,5.8,0.43,1.8,0.688,0.8,2.3,3.1,3.9,1.4,0.3,1.7,2.5,7.8
C,0,0.2,0,0,0,0.2,0,0,0,0.2,0.5,0.7,0,0.3,0,0,0.2,0
PG,0.9,2.6,0.352,0.6,0.25,2,0.382,0.9,0.792,0.1,0.4,0.5,1.6,0.1,0.1,0.5,1.1,2.7
C,1.2,2.8,0.42,0,0,2.8,0.42,1,0.8,0.7,2,2.7,0.3,0.3,0.2,0.5,1.5,3.2
C,2.2,5,0.446,0,0,5,0.446,1,0.511,1,3.5,4.6,0.5,0.5,0.7,1.1,2.5,5
C,2.7,6.1,0.446,0,0,6.1,0.446,1.2,0.487,1.4,4.2,5.6,0.5,0.6,0.8,1.3,3.1,6
C,1.3,2.8,0.444,0,0,2.8,0.444,0.5,0.625,0.3,2.3,2.6,0.4,0.2,0.4,0.9,1.4,2.8
C,0.4,1,0.442,0,0,1,0.453,1,0.5,1.6,2,3.6,0.4,0.4,0.4,0.5,2.4,1.4
PG,7.3,16.9,0.432,6.1,0.386,10.8,0.458,4.9,0.849,0.4,2.6,2.9,5.4,1,0.1,2.4,2.1,21.1
PG,7.3,15.5,0.469,4.8,0.442,10.7,0.481,4.3,0.837,0.6,2.7,3.3,5.8,0.9,0,2.6,2.7,20.3
C,3,6.7,0.45,0,0,6.7,0.45,3.1,0.652,1.8,3.5,5.3,0.9,0.3,0.8,1.4,3.2,8.1
PG,0.6,1.9,0.322,0.4,0.158,1.5,0.366,0.9,0.61,0.2,0.6,0.8,0.7,0.3,0,0.5,0.7,1.8
PG,0.5,1.6,0.288,0.4,0.143,1.2,0.333,0.3,0.5,0.2,0.6,0.7,0.5,0.2,0,0.4,0.7,1.1
PG,1.2,3.1,0.387,0.5,0.2,2.6,0.423,2.9,0.655,0.3,0.9,1.2,1.4,0.6,0,0.9,0.7,4.4
C,1.1,2.6,0.435,0,0,2.6,0.443,1.3,0.742,0.9,1.8,2.8,0.6,0.1,0.3,0.9,2,3.3
PG,2.4,5.7,0.424,0.2,0.063,5.5,0.439,2.1,0.653,0.2,1.6,1.9,2.7,0.7,0.2,1.5,1.8,6.2
PG,4.6,10.8,0.424,3.3,0.382,7.6,0.443,1.9,0.85,0.5,1.9,2.5,4,0.9,0.1,1.8,2.5,12.1
PG,1,2.5,0.411,0.3,0.286,2.2,0.429,0.9,0.69,0.3,0.9,1.2,1.1,0.4,0,0.7,1.1,2.8
PG,0.9,2.2,0.4,0.2,0,2.1,0.433,0.6,0.765,0.3,0.9,1.2,1,0.5,0,0.6,1.1,2.2
PG,1.3,2.9,0.426,0.6,0.444,2.4,0.421,1.6,0.64,0.2,1.1,1.3,1.3,0.4,0,1.1,1.1,3.8
PG,3.2,7.8,0.407,2,0.397,5.8,0.411,2.8,0.752,0.8,1.5,2.3,2,0.8,0,1.6,2.8,9.3
C,2.4,4.7,0.504,0,0,4.7,0.504,1.8,0.785,2,3.2,5.2,0.5,0.3,0.6,1.1,2.8,6.2
PG,2.1,5.3,0.397,2.4,0.357,2.9,0.429,0.6,0.683,0.1,1.3,1.4,1.9,0.2,0,0.9,0.9,5.5
PG,1.3,3.2,0.395,0.5,0.225,2.7,0.427,0.9,0.662,0.5,1.4,1.8,1.6,1,0.1,1.4,2.3,3.2
C,1.9,3.8,0.495,0,0,3.8,0.495,1.7,0.626,0.8,1.4,2.1,0.5,0.1,0.2,0.8,1.8,4.8
C,3.6,7.8,0.461,0,0,7.8,0.461,2.2,0.827,2.4,4.9,7.3,1.2,0.6,0.7,1.2,2.9,9
C,1.3,2.9,0.431,0,0,2.9,0.431,1.4,0.719,1.3,2.2,3.5,0.2,0.5,0.5,0.7,2.8,3.5
C,1.5,3,0.496,0.2,0.286,2.9,0.508,0.5,0.619,0.5,1.2,1.7,0.4,0.1,0.3,0.8,1.5,3.4
C,0,2,0,0,0,2,0,6,0.5,0,7,7,0,0,1,2,0,3
C,5.2,10,0.517,0,0,10,0.518,2.8,0.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4
C,1,2.8,0.366,0,0,2.8,0.368,0.5,0.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2,2.3
PG,4.4,11.7,0.379,5,0.327,6.8,0.418,2.3,0.692,0.6,3.5,4,6.7,1.6,0.2,2.5,3.1,12.1
PG,0,0.4,0,0,0,0.4,0,0,0,0.2,0.6,0.8,0.2,0.2,0,0.2,1.2,0
C,2.2,4.2,0.515,0,0,4.2,0.518,0.4,0.6,1.4,2.4,3.9,0.4,0.3,1.1,0.7,2.6,4.5
PG,4.3,11,0.391,3.4,0.358,7.7,0.405,2.8,0.725,1,2.4,3.3,5.6,1.3,0.1,2.3,2.3,11.9
PG,0.5,1,0.5,0.2,0,0.8,0.6,0.3,0.25,0,0,0,0.3,0.1,0,0.1,0.1,1.1
PG,0.8,2,0.389,0.5,0.385,1.5,0.39,0.4,0.583,0,0.8,0.8,1.3,0.3,0,0.8,0.8,2
PG,1.3,2,0.625,0.3,0,1.8,0.714,0,0,0,0.5,0.5,0.5,0,0,0.8,0.3,2.5
PG,0.7,2,0.348,0.5,0.417,1.5,0.324,0.5,0.583,0,0.8,0.9,1.4,0.3,0,0.8,0.9,1.9
C,2.6,5.1,0.515,0,0,5.1,0.515,1.9,0.582,2,3.6,5.6,0.2,0.3,1.2,1,3,6.4
C,1,2.5,0.404,0,0,2.5,0.404,0.3,0.5,0.7,1.2,1.9,0.7,0.3,0.3,0.6,1.8,2.1
PG,0.7,2,0.362,0.9,0.222,1.1,0.484,0.4,1,0.2,0.3,0.5,0.4,0.2,0,0.3,0.3,2.1
C,0.7,1.3,0.5,0,0,1.3,0.5,1.2,0.556,0.5,1.1,1.6,0.3,0.1,0.4,0.3,1.3,2
PG,1.6,3.6,0.439,0.1,0.4,3.5,0.441,0.5,0.727,0.4,0.9,1.3,1,0.3,0.1,0.3,2,3.6
PG,6.3,14.3,0.443,2.4,0.368,11.8,0.459,4.3,0.863,0.5,3.2,3.7,6.3,0.9,0.1,2.2,2.9,17.2
C,3,5.6,0.531,0,0,5.6,0.533,2,0.705,2.4,5.8,8.2,0.4,0.5,2.4,1.6,3.7,7.3
PG,1.3,3.8,0.346,2.1,0.343,1.7,0.35,0.6,0.885,0.4,1.5,1.9,1.7,0.6,0,0.6,1.8,3.9
C,1.6,3.4,0.455,0,0,3.4,0.455,0.8,0.763,1.6,3.2,4.8,0.5,0.8,0.4,0.6,2.6,3.8
PG,3.4,8.5,0.394,2.4,0.352,6.1,0.411,2.6,0.743,0.3,1.5,1.8,3.6,1,0.1,1.7,2.5,9.5
C,8.1,13.6,0.6,0,0,13.6,0.6,8,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20
PG,2.4,5.7,0.427,0.1,0.125,5.6,0.434,1.3,0.688,0.7,2.3,3,4.5,0.8,0.5,1.8,2.6,5.8
PG,4.2,9.5,0.447,4,0.366,5.5,0.506,2.2,0.694,0.5,2.9,3.3,3.7,1.7,0.2,1.8,2.6,11.5
PG,4.3,10.4,0.413,0.9,0.27,9.5,0.426,4.5,0.769,0.5,2.2,2.7,4.8,1.5,0.1,2.2,2.5,12.3
PG,5.8,12.9,0.451,1.7,0.317,11.2,0.472,5.4,0.755,0.4,2.5,2.9,6.4,1.1,0.1,2.6,2.4,16.3
PG,3,6.9,0.438,2.7,0.413,4.2,0.455,1.3,0.791,0.4,1.8,2.1,4.5,0.6,0.1,1.2,1.6,8.2
PG,5.4,12.5,0.433,1.5,0.257,11,0.457,6.3,0.797,1.3,3.5,4.8,5.7,1.1,0.2,3.4,3.1,16.2
PG,6.8,13.4,0.512,4.3,0.439,9,0.548,3.5,0.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8
C,2.5,4.2,0.601,0,0,4.2,0.601,2,0.514,1.6,2.3,3.9,0.2,0.2,1.1,0.9,1.7,6.1
C,3.4,6.9,0.491,0,0,6.9,0.493,3.2,0.651,1.6,2.8,4.4,0.4,0.6,0.8,1.4,3,8.9
PG,4.6,11,0.416,1.4,0.337,9.5,0.428,3.4,0.754,0.9,3.4,4.3,6.6,1.4,0.1,3,2.7,12.2
C,2,3.4,0.571,0,0,3.4,0.571,1.5,0.651,1.6,3.5,5.1,0.5,0.3,1.6,0.9,2.6,4.9
PG,2.5,5.4,0.471,0.7,0.324,4.7,0.492,2.6,0.746,0.6,1.5,2.2,1.3,1,0.4,1.3,2.5,7.2
C,3.4,6.7,0.507,0.1,0,6.7,0.513,1.6,0.664,1.8,3.8,5.6,0.6,0.6,0.8,1.1,3,7.9
PG,3.1,7,0.444,2,0.426,4.9,0.451,1.1,0.72,0.6,1.7,2.2,1.4,0.6,0,0.8,1.2,7.8
PG,7.8,14.2,0.548,0.5,0.306,13.8,0.556,4.5,0.707,0.5,2.8,3.3,5.8,1,0.1,3.1,2,18.9
PG,1.3,3,0.42,2.5,0.439,0.5,0.333,0.3,0.833,0.2,0.7,0.9,0.7,0.3,0,0.4,1,3.8
PG,3.5,9.3,0.381,2.8,0.396,6.4,0.375,1.4,0.923,0.2,1,1.2,2.9,0.3,0.1,1.1,1.5,9.5
PG,3.8,8.2,0.459,2.5,0.457,5.7,0.46,2.7,0.855,0.3,1.4,1.6,3.1,0.5,0.1,1.5,2.2,11
C,2,3.6,0.565,0,0,3.6,0.567,2.4,0.503,3.4,5.7,9,1,0.5,1.3,1.6,3.8,5.3
C,0.9,1.9,0.467,0,0,1.9,0.467,2.3,0.722,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4
C,1.1,2.2,0.521,0,0,2.2,0.521,0.5,0.588,0.8,1.1,1.9,0.3,0.1,0.1,0.5,1.5,2.5
C,1.3,2.7,0.5,0,0,2.7,0.5,0.7,0.588,1.1,1.5,2.6,0.3,0.1,0.1,0.6,1.8,3.1
C,0.6,0.8,0.714,0,0,0.8,0.714,0,0,0.1,0.1,0.2,0.2,0,0,0.2,0.7,1.1
PG,1.4,3.5,0.404,0.6,0.222,2.9,0.442,1.1,0.625,0.2,0.6,0.8,1.3,0.5,0,0.9,0.7,3.6
C,8.2,15.8,0.519,0,0,15.8,0.519,6.9,0.853,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3
C,3.9,8.7,0.451,0,0,8.7,0.452,5.2,0.735,3.4,4.5,7.9,1.7,1.1,0.5,2.3,3.7,11.7
C,0.6,1.2,0.5,0,0,1.2,0.5,1.5,0.667,0.3,0.7,0.9,0,0.3,0,0.5,0.4,2.2
C,0.6,1.2,0.538,0,0,1.2,0.538,1.5,0.688,0.3,0.7,1,0,0.3,0,0.5,0.4,2.3
C,0,1,0,0,0,1,0,2,0.5,0,0,0,0,1,0,0,1,1
PG,1.2,3.3,0.361,1,0.232,2.3,0.417,1.2,0.697,0.3,1.1,1.3,0.9,0.4,0.1,0.8,1.6,3.4
C,5.8,11.4,0.506,0.1,0,11.3,0.509,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2,3.6,15.6
PG,2.3,5.7,0.396,3.1,0.364,2.6,0.435,1.8,0.91,0.3,1.8,2,3,0.5,0.1,1.5,1.4,7.3
C,1.8,3.3,0.542,0,0,3.3,0.542,1.4,0.756,0.4,1.8,2.2,0.3,0.2,0.7,0.8,2,4.7
C,0.7,1.5,0.46,0,0,1.5,0.46,0.4,0.882,0.4,1,1.4,0.2,0.1,0.2,0.4,1.7,1.7
C,0.7,1.4,0.519,0,0,1.4,0.519,0.5,0.9,0.4,1.3,1.6,0.3,0.2,0.3,0.6,1.3,1.9
C,0.7,1.6,0.417,0,0,1.6,0.417,0.3,0.857,0.4,0.8,1.3,0.1,0,0.1,0.3,2,1.6
C,2,4,0.502,0,0,4,0.502,0.9,0.556,2.1,3.4,5.5,0.7,0.3,2,0.7,2.6,4.5
C,0.5,1.6,0.316,0,0,1.6,0.316,0.8,0.7,0.8,1.6,2.3,0.5,0,0.2,1.3,2.7,1.6
PG,10.3,24.2,0.424,4.5,0.308,19.7,0.451,10.5,0.835,0.7,3.3,4,7.9,2.4,0.1,4.6,1.9,30.7
C,1.7,3.3,0.516,0,0,3.3,0.516,2.9,0.564,1.2,2.6,3.7,0.2,0.2,1.7,0.6,1.7,5
C,9.3,16.7,0.559,0.2,0.188,16.5,0.564,9.9,0.733,2.7,6.2,8.9,1.6,1,1.6,2.4,3.5,26
PG,1.2,3.3,0.363,1.4,0.269,1.9,0.431,0.5,0.737,0.3,0.8,1.1,1.8,0.5,0,0.7,1.3,3.1
PG,0.7,2.6,0.29,1.4,0.243,1.2,0.344,0.4,0.7,0.2,0.5,0.7,1.6,0.5,0,0.6,1.3,2.1
PG,2.3,5,0.455,1.4,0.333,3.6,0.5,0.8,0.778,0.5,1.4,1.9,2.5,0.5,0.1,1,1.5,5.6
PG,5.2,10.9,0.477,0.5,0.154,10.4,0.492,3.7,0.838,1.2,2.9,4.1,6.9,1.5,0.1,2.7,2.5,13.6
C,0.5,1.1,0.444,0,0,1.1,0.444,0.4,0.333,0.9,0.4,1.3,0,0.3,0,0.1,1.8,1.1
